AverageBackoffDelay,0x556d9bbc14f0,25000,0,0
AverageBackoffDelay,0x556d9bc08670,25000,0,0
AverageBackoffDelay,0x556d9b8a8bd0,34000,0,0
AverageBackoffDelay,0x556d9bb7a6e0,34000,0,0
AverageBackoffDelay,0x556d9baecf70,52000,0,0
AverageBackoffDelay,0x556d9bb33950,52000,0,0
AverageBackoffDelay,0x556d9b8a8bd0,2009000,1,0
AverageBackoffDelay,0x556d9baecf70,2017999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,2017999,0,0
AverageBackoffDelay,0x556d9bbc14f0,2018000,1,0
AverageBackoffDelay,0x556d9bc08670,2018000,1,0
AverageBackoffDelay,0x556d9bb33950,2026999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,4024999,0,0
AverageBackoffDelay,0x556d9bb33950,4025000,1,0
AverageBackoffDelay,0x556d9bc08670,4042999,0,0
AverageBackoffDelay,0x556d9bbc14f0,4051999,0,0
AverageBackoffDelay,0x556d9baecf70,4052000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,4052000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,6017999,0,0
AverageBackoffDelay,0x556d9bb33950,6019999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,6024999,0,0
AverageBackoffDelay,0x556d9baecf70,6024999,0,0
AverageBackoffDelay,0x556d9bc08670,6026999,0,0
AverageBackoffDelay,0x556d9bbc14f0,6033999,0,0
AverageBackoffDelay,0x556d9bbc14f0,8001999,0,0
AverageBackoffDelay,0x556d9baecf70,8010999,0,0
AverageBackoffDelay,0x556d9bc08670,8025000,1,0
AverageBackoffDelay,0x556d9bb33950,8025000,2,0
AverageBackoffDelay,0x556d9b8a8bd0,8037999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,8052000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,10001999,0,0
AverageBackoffDelay,0x556d9baecf70,10011000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,10014000,1,0
AverageBackoffDelay,0x556d9bb33950,10017999,0,0
AverageBackoffDelay,0x556d9bc08670,10024999,0,0
AverageBackoffDelay,0x556d9bbc14f0,10052000,1,0
AverageBackoffDelay,0x556d9bbc14f0,12017999,0,0
AverageBackoffDelay,0x556d9bc08670,12024999,0,0
AverageBackoffDelay,0x556d9baecf70,12025000,2,0
AverageBackoffDelay,0x556d9bb7a6e0,12034000,2,0
AverageBackoffDelay,0x556d9bb33950,12043000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,12051999,0,0
AverageBackoffDelay,0x556d9bbc14f0,14002000,1,0
AverageBackoffDelay,0x556d9baecf70,14008999,0,0
AverageBackoffDelay,0x556d9bb33950,14009000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,14017999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,14018000,1,0
AverageBackoffDelay,0x556d9bc08670,14019999,0,0
AverageBackoffDelay,0x556d9bb33950,16017999,0,0
AverageBackoffDelay,0x556d9bbc14f0,16025000,2,0
AverageBackoffDelay,0x556d9bc08670,16034000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,16042999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,16052000,1,0
AverageBackoffDelay,0x556d9baecf70,16052000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,18001999,0,0
AverageBackoffDelay,0x556d9bc08670,18009000,1,0
AverageBackoffDelay,0x556d9baecf70,18017999,0,0
AverageBackoffDelay,0x556d9bbc14f0,18017999,0,0
AverageBackoffDelay,0x556d9bb33950,18025000,2,0
AverageBackoffDelay,0x556d9bb7a6e0,18026999,0,0
AverageBackoffDelay,0x556d9bb33950,20018000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,20025000,1,0
AverageBackoffDelay,0x556d9baecf70,20025000,1,0
AverageBackoffDelay,0x556d9bc08670,20033999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,20034000,2,0
AverageBackoffDelay,0x556d9bbc14f0,20043000,1,0
AverageBackoffDelay,0x556d9bc08670,22008999,0,0
AverageBackoffDelay,0x556d9baecf70,22010999,0,0
AverageBackoffDelay,0x556d9bb33950,22024999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,22024999,0,0
AverageBackoffDelay,0x556d9bbc14f0,22035999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,22052000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,24008999,0,0
AverageBackoffDelay,0x556d9bbc14f0,24016000,2,0
AverageBackoffDelay,0x556d9b8a8bd0,24017999,0,0
AverageBackoffDelay,0x556d9bc08670,24025000,1,0
AverageBackoffDelay,0x556d9bb33950,24026999,0,0
AverageBackoffDelay,0x556d9baecf70,24043000,2,0
AverageBackoffDelay,0x556d9bb33950,26016000,1,0
AverageBackoffDelay,0x556d9bbc14f0,26024999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,26025000,1,0
AverageBackoffDelay,0x556d9baecf70,26025000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,26025000,1,0
AverageBackoffDelay,0x556d9bc08670,26033999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,28001999,0,0
AverageBackoffDelay,0x556d9bb33950,28024999,0,0
AverageBackoffDelay,0x556d9baecf70,28026999,0,0
AverageBackoffDelay,0x556d9bc08670,28028999,0,0
AverageBackoffDelay,0x556d9bbc14f0,28033999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,28042999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,30001999,0,0
AverageBackoffDelay,0x556d9bb33950,30008999,0,0
AverageBackoffDelay,0x556d9bbc14f0,30009000,1,0
AverageBackoffDelay,0x556d9bc08670,30023000,1,0
AverageBackoffDelay,0x556d9baecf70,30025000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,30034000,2,0
AverageBackoffDelay,0x556d9b8a8bd0,32018000,1,0
AverageBackoffDelay,0x556d9bbc14f0,32024999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,32025000,1,0
AverageBackoffDelay,0x556d9bc08670,32033999,0,0
AverageBackoffDelay,0x556d9bb33950,32034000,1,0
AverageBackoffDelay,0x556d9baecf70,32051999,0,0
AverageBackoffDelay,0x556d9baecf70,34008999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,34009000,1,0
AverageBackoffDelay,0x556d9bb33950,34024999,0,0
AverageBackoffDelay,0x556d9bbc14f0,34024999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,34033999,0,0
AverageBackoffDelay,0x556d9bc08670,34035999,0,0
AverageBackoffDelay,0x556d9bb33950,36001999,0,0
AverageBackoffDelay,0x556d9bc08670,36007000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,36008999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,36009000,1,0
AverageBackoffDelay,0x556d9baecf70,36018000,1,0
AverageBackoffDelay,0x556d9bbc14f0,36035999,0,0
AverageBackoffDelay,0x556d9bbc14f0,38007000,1,0
AverageBackoffDelay,0x556d9baecf70,38025000,2,0
AverageBackoffDelay,0x556d9bb33950,38025000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,38033999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,38034000,2,0
AverageBackoffDelay,0x556d9bc08670,38051999,0,0
AverageBackoffDelay,0x556d9bb33950,40018000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,40024999,0,0
AverageBackoffDelay,0x556d9bc08670,40024999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,40042999,0,0
AverageBackoffDelay,0x556d9bbc14f0,40042999,0,0
AverageBackoffDelay,0x556d9baecf70,40042999,0,0
AverageBackoffDelay,0x556d9baecf70,42009000,2,0
AverageBackoffDelay,0x556d9bbc14f0,42009000,1,0
AverageBackoffDelay,0x556d9bb33950,42024999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,42024999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,42033999,0,0
AverageBackoffDelay,0x556d9bc08670,42042999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,44001999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,44003999,0,0
AverageBackoffDelay,0x556d9bc08670,44003999,0,0
AverageBackoffDelay,0x556d9bb33950,44017999,0,0
AverageBackoffDelay,0x556d9baecf70,44035999,0,0
AverageBackoffDelay,0x556d9bbc14f0,44035999,0,0
AverageBackoffDelay,0x556d9baecf70,46016000,1,0
AverageBackoffDelay,0x556d9bbc14f0,46016000,2,0
AverageBackoffDelay,0x556d9bc08670,46016000,2,0
AverageBackoffDelay,0x556d9bb33950,46025000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,46034000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,46043000,1,0
AverageBackoffDelay,0x556d9bbc14f0,48008999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,48009000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,48017999,0,0
AverageBackoffDelay,0x556d9bb33950,48035999,0,0
AverageBackoffDelay,0x556d9bc08670,48043000,1,0
AverageBackoffDelay,0x556d9baecf70,48051999,0,0
AverageBackoffDelay,0x556d9bc08670,50008999,0,0
AverageBackoffDelay,0x556d9bb33950,50016000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,50025000,1,0
AverageBackoffDelay,0x556d9bbc14f0,50025000,1,0
AverageBackoffDelay,0x556d9baecf70,50026999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,50042999,0,0
AverageBackoffDelay,0x556d9baecf70,52007000,1,0
AverageBackoffDelay,0x556d9bbc14f0,52024999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,52027000,1,0
AverageBackoffDelay,0x556d9bc08670,52034000,1,0
AverageBackoffDelay,0x556d9bb7a6e0,52035999,0,0
AverageBackoffDelay,0x556d9bb33950,52051999,0,0
AverageBackoffDelay,0x556d9bb33950,54008999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,54016000,1,0
AverageBackoffDelay,0x556d9bbc14f0,54019999,0,0
AverageBackoffDelay,0x556d9bc08670,54019999,0,0
AverageBackoffDelay,0x556d9baecf70,54024999,0,0
AverageBackoffDelay,0x556d9b8a8bd0,54033999,0,0
AverageBackoffDelay,0x556d9bc08670,56016000,2,0
AverageBackoffDelay,0x556d9baecf70,56018000,1,0
AverageBackoffDelay,0x556d9bb33950,56025000,1,0
AverageBackoffDelay,0x556d9b8a8bd0,56026999,0,0
AverageBackoffDelay,0x556d9bb7a6e0,56030999,0,0
